RED WINE:,BRUCE JACK PINOTAGE MALBEC,BOTTLE,160
RED WINE:,DIEMERSDAL CAB-MERLOT,BOTTLE,170
RED WINE:,GUARDIAN PEAK MERLOT,BOTTLE,175
RED WINE:,BEYERSKLOOF PINOTAGE,BOTTLE,210
RED WINE:,RICKETY BRIDGE MERLOT,BOTTLE,260
WHITE WINE:,SOPHIE WHITE,BOTTLE,185
WHITE WINE:,PETIT CHENIN BLANC,GLASS,40
WHITE WINE:,PETIT CHENIN BLANC,BOTTLE,135
WHITE WINE:,GUARDIAN PEAK CHENIN BLANC,BOTTLE,175
WHITE WINE:,BRUCE JACK RESERVE SAUVIGNON BLANC,BOTTLE,270
WHITE WINE:,PETIT SAUVIGNON BLANC,BOTTLE,135
ROSE WINE:,LIMESTONE HILL CHARDONNAY,BOTTLE,200
ROSE WINE:,SOPHIE ROSE,BOTTLE,185
ROSE WINE:,LEAPARDS LEAP ROSE,BOTTLE,135
SPARKLING WINE:,BRUCE JACK BUMBLE BEE,750ML,180
SPARKLING WINE:,MISS MOLLY MCC BRUT,750ML,225
SPARKLING WINE:,JC LE ROUX LE DOMAINE,750ML,200
SPARKLING WINE:,PROSECCO,750ML,360
SHOOTERS:,AMARULA,25ML TOT,10
SHOOTERS:,KAHLUA,25ML TOT,20
SHOOTERS:,APEROL,25ML TOT,15
SHOOTERS:,CACTUS JACK,25ML TOT,10
SHOOTERS:,BUTLERS PEPPERMINT,25ML TOT,10
SHOOTERS:,JAGERMEISTER,25ML TOT,20
SHOOTERS:,STRAWBERRY LIPS,25ML TOT,10
SHOOTERS:,JOSE CUERVO GOLD,25ML TOT,20
SHOOTERS:,TANG,25ML TOT,5
MIXERS:,APPLETIZER,CAN,35
MIXERS:,APPLETIZER,1250ML,65
MIXERS:,FL ROCK SHANDY,330ML CAN,15
MIXERS:,COKE,440ML PET,20
MIXERS:,COKE,1000ML,30
MIXERS:,COKE,1500ML,40
MIXERS:,COKE ZERO,1500ML,35
MIXERS:,COKE ZERO,500ML PET,20
MIXERS:,CRÈME SODA,440ML PET,20
MIXERS:,POWERADE,500ML,25
MIXERS:,FANTA GRAPE,440ML PET,20
MIXERS:,FANTA ORANGE,440ML PET,20
MIXERS:,FL BITTER LEMON,200ML CAN,15
MIXERS:,FL INDIAN TONIC LITE,200ML CAN,15
MIXERS:,FL LEMONADE,200ML CAN,15
MIXERS:,FL PINK TONIC,1000LT,30
MIXERS:,ICED TEA,CAN,25
MIXERS:,RED GRAPETIZER,330ML CAN,35
MIXERS:,ROSES KOLA TONIC,25ML TOT,5
MIXERS:,ROSES LIME CORDIAL,25ML TOT,5
MIXERS:,ROSES PASSION FRUIT,25ML TOT,5
MIXERS:,SCHWEPPS GINGERALE,1000ML,30
MIXERS:,SCHWEPPS SODA WATER,1000ML,30
MIXERS:,LIQUI FRUIT,CAN,25
MIXERS:,SCHWEPPS TONIC WATER,1000ML,30
MIXERS:,SPARKLING WATER,500ML,15
MIXERS:,SPRITE,440ML PET,20
MIXERS:,SPRITE ZERO,500ML PET,20
MIXERS:,STILL WATER,500ML,10
MIXERS:,STONEY,440ML PET,20
MIXERS:,TWIST GRANADILLA,440ML PET,20
MIXERS:,TWIST LEMON,440ML PET,20
KITCHEN:,PIZZA,CHICKEN,115
KITCHEN:,PIZZA,MEAT,125
KITCHEN:,PIZZA,VEGETARIAN,500
NUMBER:,AMOUNT,FIVE,5
NUMBER:,AMOUNT,TEN,10
NUMBER:,AMOUNT,TWENTY,20
NUMBER:,AMOUNT,FIFTY,50
NUMBER:,AMOUNT,ONE HUNDRED,100
NUMBER:,AMOUNT,TWO HUNDRED,200
